RSI,3.07,14.74,19.99,16.2,-9,0.1,39.11,-9/63,buy,3.56-14.9452,9.63,1.0
BBAR,3.07,22.96,26.75,37.02,15,-0.29,-0.64,15/63,buy,4.63-25.01,27.92,8.0
ENVX,3.08,14.33,4.97,14.97,-14,0.12,0.55,-14/63,buy,5.7-18.68,34.19,23.0
EOSE,3.11,5.39,20.75,31.73,6,-0.73,-4.72,6/63,buy,0.61-6.01,49.91,10.0
DAVE,3.12,85.77,2.34,41.03,-5,0.92,1.54,-5/63,buy,8.533-108.496,-0.57,21.0
SPOT,3.17,463.93,19.11,11.63,2,0.11,0.19,2/63,buy,191.88-506.473,-2.39,8.0
TPB,3.22,56.05,11.12,16.12,11,0.23,0.3,11/63,buy,21.98-66.175,-11.64,15.0
HLIT,3.38,13.24,15.18,1.88,7,0.08,1.26,7/63,strongBuy,9.1-15.46,5.82,14.000000000000002
PPTA,3.53,12.51,24.06,20.94,-9,0.07,0.75,-9/63,strongBuy,2.69-13.23,21.02,5.0
VRNA,3.58,49.55,8.63,23.05,14,-0.04,0.14,14/63,buy,11.39-51.8,21.68,4.0
DSP,3.71,18.27,13.0,26.22,7,0.02,0.19,7/63,strongBuy,6.5-21.74,-2.46,16.0
FNMA,3.73,4.54,41.63,80.67,-4,0.0,0.0,-4/63,strongBuy,0.93-5.25,29.3,14.000000000000002
ELMD,3.75,30.3,21.55,17.26,5,0.19,4.76,5/63,buy,9.9-31.88,1.68,5.0
APEI,3.77,20.59,5.31,20.99,12,0.05,0.38,12/63,hold,10.15-23.84,3.5,14.000000000000002
SONO,3.8,14.89,14.1,11.5,8,0.06,0.35,8/63,buy,10.23-19.76,9.4,25.0
CANG,3.87,5.07,32.98,63.6,11,-1.61,-2.37,11/63,,0.96-9.66,24.85,48.0
BTDR,3.91,19.7,17.81,60.86,14,-0.11,-1.24,14/63,buy,5.23-26.99,41.44,27.0
RCAT,4.03,13.06,33.32,80.18,3,-0.06,-0.72,3/63,buy,0.563-15.274,31.32,14.000000000000002
UI,4.14,353.29,30.65,22.13,6,0.51,0.31,6/63,strongBuy,104.24-366.7298,-1.47,4.0
PLYA,4.16,12.14,6.41,22.82,7,0.21,1.27,7/63,buy,6.95-12.81,19.93,5.0
SMTC,4.21,65.15,16.12,23.09,0,0.05,0.28,0/63,buy,18.16-70.27,21.89,7.000000000000001
PLTR,4.25,69.99,6.29,28.43,12,0.02,0.21,12/63,hold,16.03-84.797,8.06,17.0
ICLK,4.38,8.82,35.37,58.61,4,0,0,4/63,,1.03-11.38,51.3,22.0
DATS,4.54,8.93,16.3,202.67,-7,0,0,-7/63,,1.01-9.34,77.16,4.0
HOTH,4.59,2.28,12.65,89.8,-20,0.18,0.41,-20/63,buy,0.58-3.8,63.16,40.0
CLS,4.62,98.27,20.21,29.55,9,0.19,0.23,9/63,buy,26.62-101.72,9.27,3.0
MBLY,4.68,19.55,23.31,26.06,10,0.01,0.18,10/63,buy,10.48-34.0,8.08,43.0
SMWB,4.73,14.9,16.82,27.71,10,0.06,2.7,10/63,buy,5.25-14.9,15.64,0.0
GRND,4.78,17.34,13.8,15.08,19,0.03,0.45,19/63,strongBuy,7.93-18.425,13.21,6.0
UAL,4.82,101.21,19.38,26.5,19,0.37,0.1,19/63,buy,37.02-105.09,5.9,4.0
PDEX,4.88,52.0,34.74,36.26,3,0.57,1.9,3/63,buy,16.18-59.6,10.1,13.0
TARS,4.89,55.08,17.48,24.39,16,0.36,0.35,16/63,buy,20.02-57.14,12.42,4.0
RBRK,4.94,64.34,19.72,32.24,7,0.19,0.47,7/63,buy,28.34-75.79,20.66,15.0
ARQT,4.95,15.76,14.83,26.4,2,0.2,0.43,2/63,buy,3.11-16.2,35.66,3.0
PL,5.07,4.11,18.13,34.63,12,0.02,0.55,12/63,buy,1.67-4.99,14.6,18.0
ETON,5.14,11.99,38.23,26.01,10,0.03,3.0,10/63,strongBuy,3.03-15.0,6.34,20.0
HOOD,5.15,40.56,24.86,25.77,16,0.04,0.16,16/63,buy,10.38-43.83,9.64,7.000000000000001
SOFI,5.2,14.91,51.71,29.84,10,0.02,0.75,10/63,hold,6.01-17.19,-4.63,13.0
BYRN,5.21,27.04,22.27,26.4,8,0.15,15.0,8/63,buy,5.36-31.32,21.19,14.000000000000002
SUPV,5.23,18.32,39.54,47.06,29,-0.04,-0.3,29/63,hold,3.329-19.1986,41.59,5.0
AENT,5.34,9.93,43.03,75.48,14,0,0,14/63,buy,1.0-11.5718,49.65,14.000000000000002
APP,5.42,330.01,31.91,47.3,12,0.15,0.12,12/63,buy,38.6-417.635,-1.0,21.0
PYCR,5.52,22.17,19.95,26.99,20,0.04,0.48,20/63,hold,10.92-23.488,21.15,6.0
RDDT,5.61,172.32,17.7,49.38,15,0.23,3.44,15/63,buy,37.35-187.69,14.89,8.0
EAT,5.77,136.79,33.41,24.32,22,0.15,0.32,22/63,hold,37.25-142.47,8.17,4.0
YPF,5.85,46.03,27.36,36.76,20,2.85,3.18,20/63,hold,14.53-47.35,13.03,3.0
EDN,5.89,42.62,33.54,34.72,15,3.06,369.95,15/63,strongBuy,13.78-51.69,14.85,18.0
ALLT,5.91,6.96,10.03,46.9,13,0.08,2.5,13/63,buy,1.45-7.16,39.22,3.0
CRDO,6.09,75.28,26.47,46.0,6,0.02,0.32,6/63,buy,16.82-78.97,39.11,5.0
IONQ,6.23,49.59,62.97,92.21,20,-0.2,-1.75,20/63,buy,6.22-54.74,35.87,9.0
LUNR,6.31,19.87,41.42,56.15,2,0.73,28.23,2/63,buy,2.17-22.32,23.91,11.0
ECOR,7.02,17.05,43.03,43.53,14,0.07,0.17,14/63,buy,5.32-18.67,34.25,9.0
RKLB,7.04,27.95,42.53,58.74,17,0.03,0.43,17/63,buy,3.47-30.26,16.78,8.0
REAL,7.21,9.18,24.82,55.83,10,0.02,0.23,10/63,hold,1.52-11.375,48.37,19.0
QBTS,7.75,9.55,26.16,141.75,16,-0.06,-0.71,16/63,strongBuy,0.681-11.41,69.32,16.0
KOD,8.37,9.57,49.85,68.26,22,0.05,0.06,22/63,hold,2.19-11.6,35.32,18.0
RGTI,12.26,18.39,72.41,189.65,21,-0.05,-0.81,21/63,buy,0.66-21.42,90.54,14.000000000000002
QUBT,15.4,17.49,85.41,220.16,17,0.02,0.25,17/63,buy,0.355-27.15,65.12,36.0
